"E"," Choice (A) is wrong because you have been told that many Greek works of art featured scenes from myths and legends. (B) is wrong because that kind of frieze exists in the Parthenon, so it would not be unique. (C) is wrong for the same reason as (A). (D) is wrong because you are told that scientists regularly make an inventory of figure-types and characters on a given incomplete frieze to try to work out what went in the missing spaces. (E) is correct because the passage says that the frieze featured the first mortals in the history of Greek art. Thus, no murals from that time have done this (according to the passage)."
"C"," Choice (A) is wrong because the passage only discusses the ways in which Sandra Cisnerosâ€™s work puts the burden on the reader. (B) is wrong because the passage only discusses a single one of Isabel Allendeâ€™s books. (C) is correct because the second paragraph says that Sandra Cisnerosâ€™s short story collection does have interrelated stories, but they do not use the same characters or setting in each story. (D) is wrong because intuition is not actually a part of Sandra Cisnerosâ€™s writing. (E) is wrong because the passage does not compare short story collections with interrelated stories to short story collections without interrelated stories."
"E"," Choice (A) is wrong because while tone is mentioned in relation to Sandra Cisnerosâ€™s work, it is not mentioned in relation to Isabel Allendeâ€™s work. (B) is wrong because while time is mentioned in relation to Sandra Cisnerosâ€™s work, it is not mentioned in relation to Isabel Allendeâ€™s work. (C) is wrong because while similarities in characters is mentioned in relation to Isabel Allendeâ€™s work, it is directly said not to exist in Sandra Cisnerosâ€™s work. (D) is wrong because while setting is mentioned in relation to Isabel Allendeâ€™s work, it is directly said not to exist in Sandra Cisnerosâ€™s work. (E) is correct because character and setting are mentioned in relation to Isabel Allendeâ€™s work, while only mood, circumstance, time, tone, and imagery are mentioned in relation to Sandra Cisnerosâ€™ work."
"AB"," Statement I is correct because Rothbard only says that there were better [economists] than Smith. That means that at least two were better than Smith, but Smith could still have been the third best (you certainly donâ€™t know that Rothbard actually thinks that Smith comes in third place, but the question asks for statements that simply do not contradict Rothbardâ€™s remarks). Statement II is correct because Rothbard says that Smithâ€™s book â€œeclipsed public knowledgeâ€ of better economists, meaning it had influences that it shouldnâ€™t have. The third statement is not correct because of the first line of the third paragraph, Even Smithâ€™s critics do not deny the bookâ€™s immense influence."
"C"," The â€œInvisible Handâ€ is described as the idea that individuals pursuing their own self- interest could unintentionally create a more just society. (A) is wrong because no one is acting all that selfishly here, nor is the final result particularly just â€” this would be a better choice if the moviegoersâ€™ actions somehow caused a benefit to people other than themselves. (B) is wrong because it has little to do with selfishness or justice, but with another aspect of Smithâ€™s writings. (C) is correct because this system promotes selfishness (each student tries to sign up as quickly as possible for each class, without thinking of others), but those classes are then said to be â€œequitably distributed.â€ (D) is wrong because raising prices isnâ€™t inherently selfish, no one appears to be competing, and the end result is not particularly just. (E) is wrong for the same reasons as (D)."
"D"," The passage clearly indicates that Chanel and Vionnet are examples illustrating a theory that personal virtues are â€œirrelevantâ€ to material success. (A) is a distortion, as â€œirrelevantâ€ indicates no relationship, not an inverse one. (B) confuses an example given in the passage with the purpose of the passage, and creates a hierarchy that the passage did not. (C) again confuses example and purpose; furthermore, the passage does not focus on aesthetics. (E) is an irrelevant comparison and also confuses example and purpose."
"B"," When a question uses the phrase â€œin order toâ€ the correct answer will address the authorâ€™s purpose for inserting the detail rather than the literal meaning. (A) is at best unknown, as her company was in operation before the war. (B) is correct because the information supports the authorâ€™s theory that personal virtue is irrelevant to material success. (C) comes from the wrong paragraph, as this information about Vionnet does not â€œhighlightâ€ anything about Chanel. (D) is out of scope and not supported by anything in the passage. (E) is a distortion; the author mentions that Vionnet could be so thought of, but his point is merely about her personal integrity and does not address said credentials."
"D"," In the first paragraph, the passage states that seals who sleep on land at night but spend most of their days in coastal waters are analogous. None of the other choices accurately follows the pattern of this analogy."
"C"," The author contrasts her to trained scientists and, having given criticisms of the theory credence, sides with them. (A) is nonsensical â€” as a â€œproponent,â€ she is not objective by definition. To an extent, (B) reverses the authorâ€™s point of view; it is irrelevant because the passage does not address this issue. (D) is exactly backwards. (E) brings up an issue that is not mentioned and does not have to follow from the text."
"D"," The author states that the Tokugawa period in Japan was a model for patterns of organization, and writes, as psychologists, social historians, and Biblical prophets have all observed, in varying ways, humans inevitably fail to anticipate unintended consequences. This certainly qualifies as a â€œcommon failing.â€ (A) is incorrect, as Iceland is only mentioned briefly as an analogy. (B) is wrong both because the author does not express a point of view and because the issue is the result rather than the imposition of a fixed order. (C) addresses a very minor detail, not the purpose. (E) is a comparison that the passage does not address and therefore cannot be inferred."
"C"," The author states that the inversion of the financial and social rankings led to the decline of Tokugawa society. (A) and (B) are both incorrect because the passage states that social mobility was prohibited and that facet of the society became problematic. (D) does not necessarily support that pointâ€”for one, no reason for any such revolt can be assumed. (E) is also incorrect; while the author does mention foreign pressure as leading to the collapse of the government, the question concerns the decline of the society, which began long before Admiral Perryâ€™s arrival."
"C"," The author states that unifying Germany under Prussian rather than Austrian rule made war more likely. (A) is a result of the treaty but the author does not imply that it was negative. (B) is based on information from the first paragraph and is irrelevant to this question. (D), while true, is unmentioned in the passage and thus not correct. (E) is wrong because it is a distortion to state that the author thought unifying Germany itself was the problem."
"A"," The passage mentions the military brilliance of Prinz Eugen of Savoy, so (A) must be true and is correct. (B) and (E) are both incorrect because the author does not create hierarchies of importance in either case, thus no particular ranking must be true. (C) and (D) are incorrect because the passage does not indicate who won and who lost."
"B"," The author discusses two ideas, but subtly dismisses the objectivity of the firstâ€™s adherents in the last sentence of the first paragraph. Phrases such as it is no wonder indicate an implicit sympathy for the second suggestion. (A) distorts the point, as â€œtheoriesâ€ are not the same as ideas, the two ideas are not exactly â€œopposing,â€ and the issue is not a â€œprocess.â€ (C) is incorrect â€” the last sentence of the passage undermines â€œdefinitivelyâ€ and â€œprogramsâ€ are not the same as ideas. (D) is wrong because dearth means â€œlack,â€ and Lewisâ€™s work is certainly very popular. (E) is incorrect because, in addition to missing the point, there is no critique, only a very brief description."
"D"," The passage only notes that Lewisâ€™s topics include both baseball and finance; the parallels mentioned are between the protagonists, not the professions. (A) is incorrect; â€œgaming the systemâ€ is idiomatic. (B) is incorrect; the fourth sentence of the second paragraph describes Lewisâ€™s protagonists. (C) is incorrect; movie making, used as evidence, is part of popular culture. (E) is incorrect; the introductory discussion of Lewisâ€™s education can fairly be called a mention of formative influences."
"C"," Statement I is wrong because a person driving his own car isnâ€™t a public service (the skateboarder is also a pretty transparent play on the idea of a â€œriderâ€). II is wrong because the free rider problem concerns people enjoying benefits without paying for them, not people paying different amounts for the same service. III is correct because in this instance, the action of many free riders leads to a systemic problem."
"C"," Choice (A) is wrong because nowhere in the passage is it stated that free riders cannot be blamed. (B) is wrong because nowhere in the passage is it stated that free rider problems are not worth worrying about. (C) is correct because the first sentence of the last paragraph says that in some cases, the free rider problem is viewed as a necessary cost of government, implying that in other cases, it is not. (D) is incorrect because national defense is cited as an example of the inevitability of free rider problems, not as proof that they need to be stamped out as quickly as possible. (E) is incorrect because the passage does not discuss the morality of free riders."
"AC"," Regarding the first statement, the passage claims modern humans are known to have diverged hundreds of thousands of years before modern humans left Africa. To say that they diverged is to say that two species share a common ancestry to that point. Regarding the second statement, whether modern humans and Neanderthals interbred is a matter of controversy (The teamâ€™s conclusions were answered with skepticism on a number of fronts) and thus this answer cannot be definitely true. Finally, although the passage does not endorse the claim that modern humans and Neanderthals interbred between 60,000 and 100,000 years ago, it treats as given the claim that the two species lived near one another during that interval (for roughly forty thousand years of that window Neanderthals and modern humans lived near one another in the Middle East)."
"C"," The passage says that Paleontologists and archaeologists charged that the conclusion was unsupported by archaeological evidence, so they appeal to archaeological evidence to criticize Paaboâ€™s conclusions. Statement I is wrong because there is no suggestion that the contamination of Neanderthal DNA with modern human DNA was deliberate, nor even that it was done by Paabo, nor is any other reason offered to doubt his integrity. Statement II is wrong because there is no suggestion that they ignore DNA evidence, even if they are not as persuaded by it as Paabo and his team."
"D"," The passage claims that the reflecting surface must be far enough away so that the sound of the echo is distinct from the original sound, but not so far away that the sound is completely dissipated. You can use that information to eliminate (A) and (B). The passage also claims that multiple reflecting surfaces are apt to produce a reverberation rather than an echo, so you can cross off (C). The anechoic chamber is said to prevent echoes with sound-absorbing fiberglass wedges, so (E) is also out."
"BC"," The echo chamber is constructed with the acoustical properties of a small cathedral precisely in order to create echoes. Mountains, along with buildings, are offered as an example of the sort of reflecting surface likely to bring about an echo."
"A"," The first statement is justified because in the second paragraph, de Beauvoir is quoted as saying exactly so. The second statement is not justified because at the end of the first paragraph, de Beauvoir indicates that women are viewed as intrinsically passive and immanent. This does NOT mean that de Beauvoir believes this (in fact, the second paragraph gives good evidence that she believes precisely the reverse). The third statement is not justified because, although de Beauvoir views both self-constraint and imposed constraint (oppression) as negative, she does not indicate which type she considers to be worse."
"B"," In the first paragraph, the passage states that immanence is considered â€œa degradationâ€ before going back and forth between immanence as a freely chosen moral fault and immanence as the result of oppression. Thus, immanence is not always characterized as either."
"D"," The first sentence of the passage tells you that existentialist ethics were a major influence on de Beauvoirâ€™s philosophy. Much of the rest of the passage is devoted to explaining that philosophy. (A) is too broad, as the passage doesnâ€™t explain all of existential ethics, of which transcendence is just one concept. Similarly, (B) is too broad as the passage does not discuss all of feminist theory, just de Beauvoirâ€™s. (C) is wrong â€” the passage is not a diatribe (the word diatribe is almost certainly inappropriate to describe any GRE passage). Choice (E) is again too broad and off the point."
"A"," The authorâ€™s primary purpose in writing this passage is to explain the distinction between science and non-science via historical examples, such as those of Aristotle and Galileo. The author begins by positing the question of differentiating the two, and then goes on to use historical examples to explain why each does or does not meet the qualification for modern science. In (B), the author never criticizes the Ancient Greek philosophers, just labels their method unscientific. In (C), nowhere does the author claim that it is important to follow Galileoâ€™s scientific method, just that this is now the modern definition of science. Regarding (D), the author never makes mention of the historical definition of science. In (E), the author never argues that the findings of Galileo are more important than those of Aristotle. Further, the author only discusses one finding of each philosopher/scientist, so this answer is out of scope."
"D"," Galileoâ€™s method forced one to first form a hypothesis, then design an experiment to confirm or deny this hypothesis, and then accept or discard the hypothesis based on oneâ€™s findings. Aristotleâ€™s hypothesis was that solids were the least expanded form of matter, and the experiment he designed to prove this was to show that solids sank within liquids of the same type. As this did not hold true for water, under the Galilean method Aristotle would be forced to discard his hypothesis based on the results of his experiment. Regarding (A), the passage does not contain any information about the shape of solid water or of other solid forms of matter, only about Aristotleâ€™s conjectures on the shape of solid water. Regarding (B), the passage claims the opposite of this fact: that an object with larger mass will not fall to the ground more quickly than an object with lesser mass. As for (C), the passage states that the ancient Greeks were more philosophers than scientists, but never prohibits one from being both. As for (E), the passage states that Galileo used his scientific method to disprove many commonly held misconceptions about the rules of physics, but never states that you cannot do this in the absence of his method."
"C"," The passage describes the role of Alcottâ€™s women in their society and briefly wonders about the authorâ€™s motivation. (A) concerns only the last sentence of the passage. (B) and (D) ignore that the passage discusses a novel rather than reality. (D) is also too broad and somewhat nonsensical since the passage concerns the past. (E) misses the authorâ€™s tone â€” there is no indictment, merely a discussion."
"E"," In the second paragraph, the passage dismisses Megâ€™s taking part by saying it meant no more than talking to her husband, remaining home, and allowing him to be a mediator between her and the world. (A) misses the point of the passage and is almost backwards. (B) and (C) are misplaced details about the alternative to taking part. (D) distorts the second paragraph, which said her husband was her mediator instead of her taking part."
"AC"," The first statement is justified, as the first sentence states that the man of the house was at the warfront. The third statement must follow, because the passage states that men went out in public to conduct activities and returned home at night. The second statement, while quite possibly true, is not mentioned in the passage. The passage only states that Alcott glorified this condition in her novel, not that the entire society did so. Do not bring in outside information or make assumptions!"
"E"," A falsifiable idea is â€œone that can be shown to be false.â€ The statement no human being lives forever can only be shown to be false if one observes a human being that lives forever. However, this would be impossible (because of the word forever), and thus the idea is not falsifiable. In addition, answer choices (A) through (D) are incorrect. The statement all birds are black is falsifiable by identifying a single bird that is not black. The statement Earth is the only planet in the universe with intelligent life can be proven false by finding intelligent life on any planet in the universe except Earth. The statement It rains on Mars everyday can be proven false by observing Mars on a single non-rainy day. The statement The sun will explode in 100,000 years can be proven false by waiting more than 100,000 years and verifying that the sun has not exploded. Note that choices (D) and (E) seem somewhat similar â€” however impractical it is to wait 100,000 years to falsify something, there is still a big difference between â€œ100,000 yearsâ€ and â€œforever.â€"
"B"," The author states in the last paragraph that a theory that is unable to be proven true is very unlikely to be formed. Therefore, it appears that he/she believes that â€œconfirmabilityâ€ lacks a practical application. The author states, it is understandable that Popper does not devote that much time to the criterion of â€˜confirmability,â€™ inferring that confirmability is less important that falsifiability, not more. You can eliminate (A). Regarding (C), the author states that a theory that is unable to be proven true is unlikely to be formed, therefore it is unlikely he/she believes that confirmability applies to a broad range of theories. As for (D), in the first sentence of the last paragraph, the author states that confirmability follows the same logic as falsifiability (â€œBy that logic,â€¦â€) and thus it appears he/she believes that comfirmability is reasonable. As for (E), the author states, it is understandable that Popper does not devote that much time to the criterion of â€˜confirmabilityâ€™. Thus, the author is unlikely to agree that Popper should have developed the idea of confirmability."
"C"," The second paragraph focuses on the significance of the two definitions of â€˜politicalâ€™, as (C) states. (A) is incorrect because no alternative is offered in the second paragraph. (B) is incorrect because there is no â€œrevisionâ€ â€” this choice might describe the third paragraph. Similarly, in (D), there is no â€œexception.â€ (E) is closer to the point of the first paragraph."
"B"," The author mentions the play as an example, or â€œillustration,â€ of when speech is political, which is the aspect discussed in that paragraph. (A) is incorrect, as it is used as an example, not counterpoint. (C) is wrong because the passage does not advocate a position. (D) and (E) miss the point of the example, which is neither about universality nor a fallacy."
"E"," The passage states that the hegemonic model believed governments to operate exclusively through law and the threat and enforcement of concrete punishment, such as imprisonment, monetary penalties, etcâ€¦ which legitimizes law and supports the exercise of power. (A), (B), and (C) all exemplify a using the rule of law to exact concrete punishments. (D) does not demonstrate a clear punishment, but does represent a clear exercise of power (the ability to censor an exhibit). Only (E) does not represent the use of law and punishment, as a coup would necessarily not be legal."
"A"," The answer to this type of question is always explicit in the passage. In the third paragraph, the passage cites Hanna Pitkin: public-spirited conversation happens when citizens speak in terms of â€˜justice.â€™ None of the other choices is mentioned in this section of the passage."
"","Such a definition is not precisely wrong, but rather is outdated  falls shortâ€¦ (second sentence of first paragraph). This is the only one of the four sentences in paragraphs 1 and 2 that includes an explicit criticism."
"B"," The passage describes two different ideas, explanationism and predictionism, that have both been used to verify or disprove different scientific theories. As for (A), the passage never states that either theory is superior to the other. Although (C) is true, the passage only mentions the two models of the solar system as an example of the workings of explanationism. Therefore, it cannot be the main idea of the passage. Regarding (D), the passage does not describe what is required to posit a physical theory. As for (E), a predictionist and an explanationist will always diverge on how to prove that a scientific theory is true, but they might still agree on whether or not the theory is correct."
"E"," Before citing the example of the Copernicus and Brahe models of the universe, the author states, it could be the case that a theory predicts something and yet does not provide the best explanation of it. The author goes on to use Copernicus and Brahe as an example, stating that both of their theories have predictive power, but obviously Braheâ€™s does not offer the best explanation for the workings of the solar system. As for (A), the author is actually arguing the opposite: that predictive power alone is never enough to verify a theory. (B) does reveal that some theories have more or less of an ad-hoc quality, but this is not the authorâ€™s reason for citing this example. The main reason must be related back to explanationism. As for (C), the example showed the opposite â€” both theories were found to accurately predict future events, and thus they must have both made the same predictions for those future events. Although it is true that the more complicated model failed (D), the authorâ€™s intent was to show that an incorrect model can still make correct predictions."
"AB"," The words for example at the beginning of the sentence containing the crowd analogy follow a sentence about the Pauli exclusion principle. This principle says that fermions cannot inhabit the same fundamental state. Electrons, which are fermions, are likened to members of a crowd in a stadium; the fact that electrons cannot circle the nuclei of atoms in precisely the same orbits (just as crowd members cannot sit on top of one another) is a â€œconsequenceâ€ of the Pauli exclusion principle. Thus, the first statement is justified. These electrons must occupy more and more distant locations; the crowd analogy certainly illustrates that behavior, so the second statement is justified. As for the third, incorrect statement, while you do know that electrons cannot occupy the same orbits as one another and must instead occupy more and more distant locations, you do not know that those orbits are â€œconcentricâ€ or â€œevenly-spaced.â€"
"B"," The author begins by naming the two classes of subatomic particles, and then divides the remainder of the passage into descriptions of each class and their relation to each other. Regarding (A) and (D), the author explains both of these concepts within the passage, but it is subordinate to the main idea of describing the two types of subatomic particles, and thus is not the primary purpose of the passage. As for (C) and (E), the authorâ€™s primary purpose in writing is not to provide examples or to argue."
"C"," The author states that fermions, not bosons, are the constituents of ordinary matter. All other answers are mentioned in the second paragraph of the passage."
"D"," The passage states that Cooper pairs of electrons will flow in perfect harmony and with zero resistance through the metal. As an example of the same phenomenon, you are told that a swirl in a cup of superfluid helium will never dissipate. Therefore, it is correct to infer that a current through a superconducting wire will never dissipate. If you were not certain that you could be sure of this, you can still eliminate the other choices through process of elimination. As for (A), the passage states that an even number of fermions (which, according to the first paragraph, include electrons, protons, and neutrons) constitute a boson, but not an odd number (1/2 integer times an odd will not give an integer). The last paragraph states that scientists argue for the existence of skyrmions in a medium that might permit them to be formed, implying that they have not yet been discovered, so eliminate (B). In (C), the author states that two electrons cannot circle a nucleus in the same orbit, but they could spin in different orbits that are the same distance from the nucleus. Finally, in (E), the author gives two examples of fermions becoming bosons at cooled temperatures, but does not say this is the only situation in which this can occur."
"A"," The first paragraph states that fermions obey the Pauli principle, according to which no two particles can occupy the same fundamental state. The second paragraph states that bosons tend to bunch together in exactly the same state. This is the opposite of (E), thus (E) is incorrect. (D) is also the opposite of what the passage claims. Bosons have integral spin values and fermions have half- integer spin. Answer (B) is incorrect because the passage does not discuss the total number of particle types for bosons for fermions and answer (C) is incorrect because the passage explicitly states that both fermions and bosons can exist in groups."
"A"," The passage states that the Pauli principle prohibits any two particles from inhabiting the same fundamental state. Further, you know that the Pauli principle should be applied to fermions, which include electrons, protons, and neutrons, but not bosons (from the second paragraph). Answer choice (A) discusses electrons, which are fermions, avoiding occupation of identical energy levels, so (A) is relevant and thus the correct answer. As for (B), a charged particle in a magnetic field neither provides the criteria for a fermion nor references inhabitance of the same state. Answer (C) does not specify the type of particle. Answer (D) is about photons, which are stated in the passage as bosons, to which the Pauli principle does not apply. Regarding (E), the passage explicitly states that the Higgs particle is a boson, so the Pauli exclusion principle definitely wouldnâ€™t apply here (the beginning of the second paragraph explains this quite clearly)."
"C"," You are told that Frey points out that humans are often intrinsically motivated, and that such motivation explains heroism, craftsmanship, and other drives that do not fit neatly into the model of a narrowly focused gain-seeker. The first statement is incorrect because the craftsman in question is working for money, rather than for the inherent love of the work. The second statement is incorrect because even though the journalist may appear to act heroically, his motivations are related to his career. The third statement is correct because the economist in question is working without hope of monetary reward."
"D"," (A) is incorrect because the passage never says that Homo economicus is a useful way to form mathematical models. (B) is incorrect because the passage never says Homo economicus is a theoretically useless construction, only that it is a problematic one. (C) is wrong because thereâ€™s no reason to believe that the people who criticize the theory donâ€™t fully understand its function. (D) is correct because the second paragraph of the passage describes numerous problems with Homo economicus, all of which center around simplifying peopleâ€™s motivations and assuming they understand more than they actually do. (E) is incorrect because the passage never says that Homo economicus fell out of favor. You donâ€™t know that the handful of critics cited is representative of â€œmost economists.â€"
"AC"," Statement I is correct because of Veblen and Keynes, who allege that homo economicus assumes far too great an understanding of macroeconomics on the part of humans. II is incorrect (and too extreme) because, although Tversky says that people are unconcerned by small chances of large losses, but quite risk-averse regarding small losses, he does not imply that there is a broader pattern. Statement III is correct because of Amartya Sen, who says that people can and do commit to courses of action out of morality, cultural expectations, and so forth."
"D"," The gist of this sentence is that while scientists condemn certain practices as flawed, the methods they themselves use are subject to many of the same flaws, according to Feyerabend. You are thus looking for a word, synonymous with repudiate, that means to â€œcondemn, censure,â€ or â€œdenounce.â€ Decry is the right word."
"A"," According to the passage, Feyerabend wants to demonstrate that historic instances of scientific progress were themselves marked by these flaws, and thus should not be seen as flaws at all. To this end, he describes a situation that any scientist would agree is an example of progress, and shows how it made use of practices that are now condemned by scientists, including â€œbegging the question,â€ the practice of using a conclusion as evidence for that same conclusion (a little bit like using a vocabulary word in the definition for that same word), and using â€œpropaganda.â€ Feyerabend basically implies that scientists have a choice between throwing this out as an example of good science or accepting these practices as part of good science. Since scientists are unlikely to say that the introduction of heliocentrism was a bad thing, they will be forced to revise their account of what is and is not acceptable scientific practice. Choice (B) is wrong because the point of the case study is that Galileo is a good example of science. As for choice (C), â€œsubjectivityâ€ is called â€œseriously flawedâ€ in the first paragraph. Choice (D) is nonsensical â€” it basically says tautological reasoning is acceptable only when itâ€™s being tautological. Itâ€™s certainly not why Feyerabend makes use of a case study. (E) misses the point completely â€” Feyerabend is using an example from history to defend certain ways of doing science."
"C"," The first sentence of this paragraph defines Boalâ€™s work as a response to a culture of apathy. (A) is incorrect â€” the paragraph describes a response, not an elaboration. (B) is incorrect because it is not until the last paragraph that the author provides a rationale for the two theatres. (D) is beyond the scope of the passage. (E) is incorrect because there is no evaluation and the styles are not contrasting."
"D"," This is essentially a vocabulary question. â€œPowerâ€ is one meaning of agency, and this is the only meaning that makes sense in the context of creating ways to free themselves. (A) and (B) are other meanings of agency that do not make sense in context. (C) might be related to agent but has no relationship to agency or the passage here. (E) is incorrect as it implies domination over others."
"E"," The last paragraph defines a â€œspect-actorâ€ as someone who simultaneously witnesses and creates theater. In the second paragraph, the passage states that at image events everyone is at once theater-maker and witness. (A) is incorrect, as theater is not mentioned. In (B), Boal specifically says that catharsis keeps people passive (also, the audience member is not acting, which is crucial to being a â€œspect-actorâ€). (C) is incorrect and, to an extent, backwards â€” the passage said that Boal found that position analogous to that of a passive audience. (D) is too broad, given the first paragraph about traditional theater."
"A"," At the end of the first paragraph, the author paraphrases Boal: theater etiquette creates a kind of culture of apathy where individuals do not act communallyâ€¦ and remain distanced from art. (C) and (E) can be eliminated. (B) and (D) are wrong because Boal states that traditional theater discourages political action by providing catharsis. (A) is correct because Boal states that actors do go into the audience, so they are not prevented from doing so."
"D"," This choice is a characteristic of an Image workshop, not a Forum workshop. In the second paragraph, the passage states that Forum workshops begin with a narrative skit (A) then the facilitatorâ€” or mediator (E) â€” encourages spectators to assume the role of the protagonist (B). Choice (C) is justified as the paragraph states that performances do not always arrive at a satisfactory solution."
"B"," In the third paragraph, the natural rotation of a galaxy, surrounding supernovae, and density waves are listed as examples of the outside influence evidently required for a theoretically unstable cloud to initiate collapse. The first statement is a trap â€” fusion appears in the first paragraph and the author does not suggest that it leads to cloud contraction. (While the passage does suggest that fusion is related to supernovae and that supernovae can contribute to cloud collapse, donâ€™t fill in the gaps yourself â€” the passage simply does not provide enough information for you to infer that fusion is part of a series of events that begins cloud contraction.) The second statement is true (realizing this requires you to match up â€œexplosions of starsâ€ in the answer choice with â€œsupernovaeâ€ in the third paragraph). The third statement is a distortion â€” forcing debris inward, not outward, may cause cloud contraction to begin."
"D"," Choice (A) is true in real life, of course, but is not mentioned in the passage. (B) refers to the molecular clouds in the second paragraph, not to our solar system. (C) is reminiscent of this sentence in the third paragraph â€” The natural rotation of a galaxy can slowly alter the structure of a cloud â€” which does not refer to our solar system. Correct answer (D) reflects that for a system of planets such as our solar system to form around a star during cloud contraction, the presence of these heavy elements in the cloud is a necessity. (You are also told that these heavy elements make up the Earth and even human bodies â€” so, they sound pretty necessary!) Choice (E) gets the story backwards â€” heavy elements were needed to create the solar system, not vice-versa."
"C"," The outward thermal pressure of the constituent gases (of the molecular cloud) is what is overcome in the process of the collapse of the cloud. This is something that inhibits, or holds back, cloud collapse."
"C"," The Norton-Polk-Mathis House uses typical Renaissance ideals as well as materials prevalent in the Italian Renaissance. However, the passage certainly does not say that the house itself was built in the Renaissance. (For one, it is in San Antonio!) The first statement is not true. According to the passage, the primary purpose of the building is â€œto impress,â€ so its purpose is not primarily utilitarian. The second statement is also not true. You are told that the house radiates an air of strength, especially when juxtaposed with the other, seemingly fragile brick and wood homes of the neighborhood, so you definitely can infer that the house â€œappears stronger than other nearby homes.â€ The phrase â€œradiates an airâ€ and the word seemingly in the passage indicate that you are talking about appearances of strength, so the word appears in the third statement is a very good match (you would not be justified in inferring that the other neighborhood homes are actually weak â€” they just look that way)."
"C"," The most important idea in the passage is that a small group of dolphins has been found to form social networks, which is a first among non-human animals. One indication of this is that both the first and last sentences in the passage highlight this fact. Answer choice (A) is stated in the passage, but is not the main idea; it explains the behavior of the animals that form social networks. (B) is never stated in the passage, although this study did span a relatively long time. (D) is a much bigger claim than the passage ever suggests; you are never given a motivation for this study. Finally, choice (E) goes against the main idea of the passage as the passage discusses how dolphins can form social networks."
"A"," The passage states that other animals aside from the sponger dolphins often form groups based on circumstances such as genetics or food sources. As the dolphins are the first to be categorized as â€œsocial networks,â€ it must be true that groups formed under the previous circumstances would not qualify as social networks. For the second statement, the passage does not state that all spongers of Shark Bay form social networks, only the females. As for the third statement, the passage does not comment on the location of spongers; it only mentions the spongers of Shark Bay. Thus, you cannot infer that this is true."
"E"," You are told that this belief is an â€œold canard.â€ A canard is a â€œrumor,â€ or â€œa false or baseless story.â€ An â€œold canardâ€ is one that has been passed around for awhile â€” very much analogous to an â€œurban legend.â€ You are then told that the blind people in the study have â€œcerebral superpowersâ€ and that the discovery that blind people can hear better than sighted people is â€œa stunning example of the brainâ€™s plasticity.â€ Thus, (E) is correct."
"B"," You are told that Aristotle posited a holistic, non-corporeal mind and that he would have found â€œshockingâ€ the idea that â€œthe mind is physically located in the brain.â€ Thus, the first statement is not correct, since Aristotle believed in a â€œnon-corporealâ€ (not part of the body) mind. Since Aristotle believed in a â€œholisticâ€ mind, he did NOT think that the mind exists in parts or modules. Thus, the second statement is correct. As for the third statement, you have no way to know what Aristotle might have thought about blind peopleâ€™s hearing."
"C"," The last sentence tells you that the deportation of German-speaking citizens by the Allied powers is excised from history books because history is written by the victors â€” this makes the first statement look attractive, but the statement says during World War II. The passage is clear that the deportations took place almost two years after the conclusion of the war. The third answer choice can be inferred from the claim that the United States hoped to keep Eastern and Central European nations away from Soviet influence, meaning that the United States and the Soviet Union were not fully aligned in their views. After you are told that the Allied powers, too, had something to gain, the powers listed are the Soviet Union, Britain, and the United States. Poland, however, is listed among countries before the â€œtoo,â€ which means you cannot infer that it was an Allied power. (Make sure not to bring outside information into these types of questions. This is not a question about what you know about World War II â€” itâ€™s a question about whether certain things are actually written down in the passage.)"
"ABC"," The second half of the first paragraph lists the reasons why the Soviet Union, Britain, and the United States, respectively, had something to gain from the deportations. Each of the answer choices above undermines one of these reasons. Note the â€œif trueâ€ in the question stem. You are being asked to momentarily take each answer choice as a fact, and then determine whether that fact would weaken an argument from the passage. â€œIf trueâ€ questions can sometimes ask you imagine that wacky or unlikely things are true â€” donâ€™t let that distract you from the task at hand."
"C"," The passage describes the theory of quantum mechanics, how it models particles as probabilistic waves, and how it has been confirmed over the past 70 years. Answer choice (C) correctly incorporates all of these ideas into the main idea of the passage. Answer choice (A) is incorrect, as it does not address the theory of quantum mechanics, which is the overarching idea of the passage. (B) and (D) are both large claims that are out of the scope of the passage. Finally, although it is obvious from the passage that tests can and have been designed to test quantum mechanics, (E) does not express the main idea of the passage."
"A"," The passage states that Einstein was deeply troubled by the theory of quantum mechanics, and thus his quote must not be in support of the theory. Further, his reference to dice is to say that he did not believe the universe should be controlled by probability, but should be set. Therefore, (A) best expresses his motivation; he argues with the theory of quantum mechanics stating that particles should not be probabilistic in nature. (B) has no bearing on quantum mechanics, and thus cannot express Einsteinâ€™s motivation. (C) is out of scope because of the mention of causality. (D) both mentions Einsteinâ€™s religious beliefs, which are out of scope, and confuses Einsteinâ€™s being troubled by quantum mechanics with his lack of understanding. (E) makes a supposition you could not possibly know from the passage about Einsteinâ€™s religious beliefs."
"AC"," The first statement is a proper inference because passage states that A particle trapped in a closed box has some finite probability of being at any location within the box, meaning the exact location of the particle cannot be known. You know from the next sentence that opening the box will locate the particle, and thus you can deduce that the location cannot be known for certain without observing the particle. The second statement is incorrect, as the passage actually states the opposite: that measurements of position can be taken. The third choice is a correct inference because the passage states that quantum mechanics describes particles as waves and that quantum mechanics has been verified as true."
